#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2012-06-12 to 2019-05-12
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2215: Bodie Hills, CA
# 
# Data items provided in this file:
#
# Element Name                   Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment        Value       None           Day                N/A        Inches               N/A           PRCP          Total precipitation                                      
# Relative Humidity              Value       Mean           Day                Hourly     Percent              N/A           RHUM          Relative humidity                                        
# Wind Speed Maximum             Value       Max            Day                Hourly     Miles/hour           N/A           WSPDX         Maximum wind speed                                       
# Wind Speed Average             Value       Mean           Day                Hourly     Miles/hour           N/A           WSPDV         Average wind speed                                       
# Solar Radiation Average        Value       Mean           Day                Hourly     Watts/meter squared  N/A           SRADV         Average solar radiation                                  
# Solar Radiation/langley Total  Value       None           Day                N/A        Langleys             N/A           LRADT         Total solar radiation                                    
# Vapor Pressure - Partial       Value       Mean           Day                Hourly     Inches hg            N/A           PVPV          Partial vapor pressure                                   
# Vapor Pressure - Saturated     Value       Mean           Day                Hourly     Inches hg            N/A           SVPV          Saturated vapor pressure                                 
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -2            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -4            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -8            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -20           SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -40           SMS           Percent volumetric soil moisture                         
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -2            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -4            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -8            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -20           STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -40           STO           Observed soil temperature                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bodie Hills (2215) 
# California  SCAN Site - 7825 ft
# Reporting Frequency: Daily; Date Range: 2012-06-12 to 2019-05-12
#
# As of: May 12, 2019 10:54:18 PM GMT-08:00
#
Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2014-10-27,2215,,,,38,10.8,3.3,29.75,,0.08,0.25,2.6,2.2,3.9,2.9,3.7,50,50,49,50,51
2014-10-28,2215,64,27,,42,12.9,3.3,186.88,381.60,0.11,0.32,2.4,2.0,4.2,2.6,3.9,46,46,47,49,51
2014-10-29,2215,67,30,0.00,38,12.1,2.8,179.82,367.20,0.11,0.35,2.7,2.0,4.1,2.4,3.7,47,47,47,49,51
2014-10-30,2215,64,29,0.00,35,14.9,4.1,132.26,270.10,0.10,0.35,2.6,1.9,4.3,2.5,3.9,46,47,47,49,50
2014-10-31,2215,60,32,0.10,38,19.0,4.8,176.89,361.20,0.12,0.34,2.7,1.9,4.2,2.5,3.6,47,47,48,48,50
2014-11-01,2215,39,23,0.23,77,14.5,3.7,94.66,193.30,0.13,0.17,2.5,1.8,4.2,2.4,3.9,41,44,47,48,50
2014-11-02,2215,36,17,0.00,77,13.4,3.2,142.51,291.00,0.11,0.14,2.6,1.7,3.9,2.6,4.1,34,38,42,48,50
2014-11-03,2215,47,12,0.00,55,12.7,3.5,176.81,361.00,0.08,0.17,2.5,1.7,4.1,2.5,4.2,32,35,39,46,49
2014-11-04,2215,57,22,0.00,51,13.8,3.8,166.25,339.50,0.12,0.26,2.7,1.9,3.9,2.7,4.1,36,37,39,45,49
2014-11-05,2215,63,28,0.00,64,10.7,2.5,170.25,347.60,0.16,0.30,2.9,1.7,4.0,2.5,3.9,41,41,41,45,48
2014-11-06,2215,65,30,0.00,42,13.8,3.4,147.68,301.60,0.13,0.36,3.2,1.8,4.0,2.7,4.0,43,43,43,45,48
2014-11-07,2215,65,33,0.00,35,13.0,4.1,168.94,345.00,0.11,0.36,3.1,1.9,4.0,2.6,4.0,44,43,43,45,47
2014-11-08,2215,68,32,0.00,41,12.1,3.5,161.70,330.20,0.12,0.35,3.4,2.0,4.1,2.5,3.9,45,44,44,45,47
2014-11-09,2215,69,33,0.00,33,14.2,3.9,165.80,338.60,0.10,0.39,3.5,2.0,4.2,2.6,3.9,46,45,45,45,47
2014-11-10,2215,65,29,0.00,22,14.6,4.1,168.50,344.10,0.06,0.35,3.7,1.9,4.1,2.6,4.2,44,45,45,45,47
2014-11-11,2215,61,27,0.00,21,19.0,5.1,138.45,282.70,0.06,0.31,3.7,1.9,4.0,2.5,4.0,41,42,43,45,47
2014-11-12,2215,57,26,0.00,25,15.7,3.8,140.48,286.90,0.06,0.28,3.7,1.9,4.1,2.5,3.7,40,41,42,45,47
2014-11-13,2215,49,29,0.16,61,25.2,5.0,140.24,286.40,0.15,0.25,3.8,1.9,4.1,2.5,4.0,40,42,42,45,47
2014-11-14,2215,49,23,0.00,43,21.4,5.6,158.18,323.00,0.09,0.22,3.6,2.0,4.1,2.4,4.2,36,39,41,44,47
2014-11-15,2215,48,20,0.00,44,21.9,5.2,125.02,255.30,0.08,0.20,3.6,1.9,4.0,2.4,3.9,34,37,39,44,46
2014-11-16,2215,44,8,0.00,49,9.4,2.9,152.47,311.40,0.06,0.14,3.6,1.8,3.9,2.6,4.0,32,35,37,43,46
2014-11-17,2215,51,13,0.00,29,8.6,3.3,155.26,317.00,0.04,0.18,3.6,1.7,3.9,2.4,4.0,30,33,36,42,46
2014-11-18,2215,54,15,0.00,28,10.6,2.9,121.04,247.20,0.05,0.21,3.7,1.8,3.9,2.4,4.1,29,32,34,41,45
2014-11-19,2215,49,25,0.00,43,15.8,3.0,101.74,207.70,0.09,0.23,3.9,1.8,4.1,2.5,4.2,36,36,36,40,45
2014-11-20,2215,49,20,0.00,45,14.8,3.7,97.20,198.50,0.08,0.20,3.8,1.8,4.0,2.5,4.0,32,35,36,40,44
2014-11-21,2215,49,15,0.00,62,13.1,3.3,139.64,285.20,0.11,0.20,3.7,1.8,3.9,2.5,4.0,33,35,36,40,44
2014-11-22,2215,51,26,0.00,57,29.6,8.1,114.57,233.90,0.15,0.26,3.9,1.9,4.0,2.6,3.9,37,37,38,40,44
2014-11-23,2215,43,14,0.00,43,10.9,2.9,92.37,188.60,0.06,0.17,3.8,1.8,4.0,2.5,3.9,31,34,36,40,44
2014-11-24,2215,46,18,0.00,42,9.7,3.3,137.54,280.80,0.06,0.18,3.7,1.7,4.0,2.6,3.9,31,33,35,40,43
2014-11-25,2215,61,28,0.00,38,18.5,3.8,138.27,282.40,0.09,0.29,3.9,1.8,4.0,2.6,3.8,33,34,35,40,43
2014-11-26,2215,64,30,0.00,33,10.8,3.3,139.72,285.30,0.09,0.32,3.9,1.9,4.0,2.6,4.0,36,37,36,39,43
2014-11-27,2215,62,35,0.00,22,15.0,3.3,131.80,269.10,0.07,0.35,4.1,2.0,4.0,2.7,4.0,39,39,38,40,43
