#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2012-06-12 to 2019-05-12
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2186: Shadow Mtns, CA
# 
# Data items provided in this file:
#
# Element Name                   Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment        Value       None           Day                N/A        Inches               N/A           PRCP          Total precipitation                                      
# Relative Humidity              Value       Mean           Day                Hourly     Percent              N/A           RHUM          Relative humidity                                        
# Wind Speed Maximum             Value       Max            Day                Hourly     Miles/hour           N/A           WSPDX         Maximum wind speed                                       
# Wind Speed Average             Value       Mean           Day                Hourly     Miles/hour           N/A           WSPDV         Average wind speed                                       
# Solar Radiation Average        Value       Mean           Day                Hourly     Watts/meter squared  N/A           SRADV         Average solar radiation                                  
# Solar Radiation/langley Total  Value       None           Day                N/A        Langleys             N/A           LRADT         Total solar radiation                                    
# Vapor Pressure - Partial       Value       Mean           Day                Hourly     Inches hg            N/A           PVPV          Partial vapor pressure                                   
# Vapor Pressure - Saturated     Value       Mean           Day                Hourly     Inches hg            N/A           SVPV          Saturated vapor pressure                                 
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -2            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -4            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -8            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -20           SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -40           SMS           Percent volumetric soil moisture                         
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -2            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -4            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -8            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -20           STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -40           STO           Observed soil temperature                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Shadow Mtns (2186) 
# California  SCAN Site - 3643 ft
# Reporting Frequency: Daily; Date Range: 2012-06-12 to 2019-05-12
#
# As of: May 12, 2019 10:59:08 PM GMT-08:00
#
Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2012-06-12,2186,94,57,0.00,10,20.5,6.9,370.59,765.30,0.09,1.10,4.2,,2.2,,6.9,88,91,85,,78
2012-06-13,2186,92,60,0.00,12,19.5,7.0,370.30,764.70,0.12,1.08,4.1,,2.2,,6.9,89,92,86,,78
2012-06-14,2186,94,61,0.00,15,20.1,7.4,367.08,758.10,0.14,1.07,4.1,,2.2,,6.9,89,92,86,,79
2012-06-15,2186,91,61,0.00,16,23.0,7.6,362.68,748.90,0.14,1.03,4.1,,2.2,,6.9,89,92,87,,79
2012-06-16,2186,95,60,0.00,10,21.7,7.2,364.42,752.60,0.10,1.13,4.1,,2.2,,6.9,90,92,87,,79
2012-06-17,2186,96,61,0.00,11,22.9,7.6,364.14,751.90,0.12,1.23,4.1,,2.2,,7.0,91,94,88,,80
2012-06-18,2186,96,69,0.00,11,32.8,12.0,367.87,758.30,0.12,1.18,4.1,,2.2,,7.0,91,92,88,,80
2012-06-19,2186,96,62,0.00,13,17.4,7.3,367.20,749.80,0.13,1.13,3.9,,2.2,,6.7,91,94,88,,80
2012-06-20,2186,100,60,0.00,8,22.6,6.7,371.70,759.90,0.09,1.22,4.0,,2.2,,6.7,92,95,89,,80
2012-06-21,2186,97,65,0.00,11,25.6,8.8,367.94,759.80,0.12,1.26,4.0,,2.2,,6.9,92,95,89,,80
2012-06-22,2186,89,63,0.00,17,25.1,8.9,374.18,772.50,0.14,0.95,4.0,,2.2,,7.0,91,92,89,,81
2012-06-23,2186,89,58,0.00,20,21.4,8.2,367.54,758.90,0.16,0.93,4.0,,2.1,,7.1,89,89,88,,81
2012-06-24,2186,93,55,0.00,18,25.7,8.1,368.50,761.00,0.14,1.04,3.9,,2.1,,7.0,89,90,87,,81
2012-06-25,2186,90,56,0.00,14,22.4,7.2,369.22,762.50,0.12,0.98,3.8,,2.1,,6.9,89,90,88,,81
2012-06-26,2186,89,52,0.00,14,18.7,7.1,376.96,778.40,0.11,0.90,3.8,,2.2,,7.0,89,90,87,,82
2012-06-27,2186,95,55,0.00,14,23.6,7.4,365.89,755.50,0.13,1.12,3.8,,2.2,,7.0,89,91,87,,82
2012-06-28,2186,96,64,0.00,12,21.8,7.6,355.71,734.60,0.13,1.18,3.9,,2.2,,6.9,91,93,88,,82
2012-06-29,2186,94,65,0.00,10,19.7,7.0,367.93,759.80,0.11,1.12,3.8,,2.2,,6.9,92,94,89,,82
2012-06-30,2186,92,62,0.00,16,20.6,6.9,370.21,764.50,0.14,1.06,3.8,,2.2,,7.0,91,93,89,,82
2012-07-01,2186,92,61,0.00,17,18.6,7.7,367.71,759.30,0.16,1.04,3.7,,2.2,,7.0,91,92,89,,82
2012-07-02,2186,95,61,0.00,22,30.2,7.2,364.28,752.20,0.20,1.12,3.8,,2.2,,7.0,91,93,89,,82
2012-07-03,2186,94,62,0.00,22,24.2,7.4,356.88,737.00,0.22,1.11,3.8,,2.2,,6.9,92,94,90,,82
2012-07-04,2186,80,63,0.04,49,16.5,5.1,131.74,272.00,0.41,0.85,3.6,,2.2,,6.9,87,85,89,,82
2012-07-05,2186,90,61,0.00,44,18.1,6.6,345.01,712.50,0.36,0.97,3.7,,2.0,,7.0,86,88,86,,82
2012-07-06,2186,94,64,0.00,22,19.4,6.8,352.54,728.00,0.22,1.12,3.9,,2.0,,7.0,90,93,88,,82
2012-07-07,2186,98,65,0.00,15,16.8,6.5,355.68,734.40,0.17,1.23,4.0,,2.1,,7.1,93,95,89,,82
2012-07-08,2186,99,67,0.00,12,19.0,6.3,355.72,734.50,0.13,1.29,3.9,,2.1,,6.9,94,97,90,,82
2012-07-09,2186,102,71,0.00,11,18.4,6.3,350.52,723.90,0.15,1.44,4.1,,2.2,,6.9,96,99,92,,83
2012-07-10,2186,105,72,0.00,13,22.7,6.9,343.78,709.90,0.18,1.56,4.1,,2.2,,7.0,98,100,93,,83
2012-07-11,2186,105,74,0.00,16,18.9,7.5,325.34,721.70,0.22,1.56,3.9,,2.2,,7.1,99,101,94,,83
2012-07-12,2186,94,74,0.00,31,22.8,7.1,151.67,313.20,0.37,1.22,3.9,,2.2,,7.1,96,95,95,,84
2012-07-13,2186,84,67,0.22,60,19.6,6.9,242.54,500.90,0.53,0.92,3.8,,2.0,,7.1,89,87,91,,85
2012-07-14,2186,87,67,0.00,55,29.7,7.3,276.50,570.90,0.50,0.95,4.0,,2.1,,7.1,89,88,89,,85
2012-07-15,2186,86,67,0.21,61,23.3,5.9,183.08,378.00,0.53,0.90,4.0,,2.0,,7.1,85,83,88,,84
2012-07-16,2186,90,62,0.00,34,25.9,8.5,348.26,719.10,0.27,1.00,4.1,,2.0,,7.0,83,83,85,,84
